review,aspect,context,sentiment,sentiment_score
This is one of my favorite shows and I love how you are able to pre-order your copy online through Amazon. It arrived on the release day and the price was reasonable compared to what you would pay buying it at a retail store. I am very satisfied with this purchase!,Price / Value,It arrived on the release day and the price was reasonable compared to what you would pay buying it at a retail store,Positive,0.8926110792822403
This is one of my favorite shows and I love how you are able to pre-order your copy online through Amazon. It arrived on the release day and the price was reasonable compared to what you would pay buying it at a retail store. I am very satisfied with this purchase!,Delivery / Packaging,It arrived on the release day and the price was reasonable compared to what you would pay buying it at a retail store,Positive,0.8926110792822403
"A funny nonstop romp of a movie. One of the few sequels that is better than the original. Hogan and Kovoslosky have enormous chemistry and the rest of the case perform credibly. There are a few problems with story that bothered me such as why the aboriginals don't have more force and focus in the story, but it still doesn't take away from the joy in the movie. Worth seeing again and again.",Price / Value,Worth seeing again and again,Positive,0.7102690277644943
"I tend neither to write Amazon reviews nor respond to them, but Siddique's afore posted review is itself 'damaging.' The purpose of the book is not self-help, or to give readers a warm fuzzy feeling- it is but a glimpse into these women's realities.The author does not project *any* blame onto the interviewees. She states explicitly in the second chapter (by means of her discourses) that it is society that puts the onus of victimization on the women. The women are, Phillips argues, trapped in an inescapable cultural system and are socialized to take the blame onto themselves, though in truth are merely products of an unequal environment.If you want a light at the end of a tunnel, there are many books written with the intention of that final ""feel-good"" release of dramatic tension. No, this book doesn't have a clean, fix-all solution for the women in this book. What it does have is candid insight into what is a horrifying, silenced reality for many, many, many women in modern society.",Customer Support,"' The purpose of the book is not self-help, or to give readers a warm fuzzy feeling- it is",Negative,0.9911106991800336
"Creating Anne Boleyn as the caricature of a mean spirited, ambitious and conniving woman perpetuates the myth that women are the downfall of men. It shows how Anne Boleyn is the temptation and how Henry VIII took the bait. In order to marry Anne, the King decides to renounce the Papacy and form his own Church.This book also doesn't do much in terms of any feminist interpretation of the Boleyn sisters. Gregory reinforces how the good and virtuous Mary ends up well taken care of and lives the life she always wanted by being patient, caring and loyal. On the other hand, Anne ends up beheaded because of her ambitions to be in a position of power. Is Gregory saying that all women who strive to be in a position of power are evil and conniving?I found this book to be in very poor taste. It was historically inaccurate and degrades women.",Battery,"On the other hand, Anne ends up beheaded because of her ambitions to be in a position of power ... Is Gregory saying that all women who strive to be in a position of power are evil and conniving",Positive,0.9835023934351484
"This lipgloss tasted and smelled terrible...like melted plastic. As much as I enjoy Nars products, I don't recommend this gloss to anyone. Try MAC or Lancome or Revlon. This lipgloss was revolting.",Build Quality,like melted plastic,Negative,0.9999488939950175
This book is an absolute must have. I don't think I have run across a question in my transcription that the BOS wasn't able to answer. I'm new to the field and this book is ALWAYS by my side. :) It is definitely money well spent.,Price / Value,:) It is definitely money well spent,Positive,0.9996167261292245
"I'm not sure what the fuss is surrounding this product and why so many deem it a ""must-have"" I find that a regular firm pillow works just as well if not better. The width of the boppy is too narrow to support a bigger baby. The U-shape isn't especially comfortable to me. The other problem I've had is washing. They come with slip covers now, but if you ever need to wash the pillow itself, it screws up the distribution of the stuffing.I much prefer the My Breast Friend pillow: it has a back support and is adjustable. Very comfortable and gives the baby a wider and flater surface to lay on. Mine is the inflatable version, which is great - when you take off the cover to wash, you can easily clean the pillow beneith with just a damp cloth. My baby also like sitting in it better than the boppy.",Customer Support,The width of the boppy is too narrow to support a bigger baby ... I much prefer the My Breast Friend pillow: it has a back support and is adjustable,Negative,0.8900864893304106
"This is the worst quality DVD we have ever received and have already sent it back for a refund. It was obviously taped from TV with annoying cuts and missing footage. The overall quality was abysmal. We rent and buy lots of older films and this is the worst one we have EVER gotten. Whoever packaged this should be ashamed. In addition, the title was misspelled on the package (to instead of too). That should have been a tip off to the quality of the DVD.",Build Quality,This is the worst quality DVD we have ever received and have already sent it back for a refund ... The overall quality was abysmal ... That should have been a tip off to the quality of the DVD,Negative,0.999999999999996
"This is the worst quality DVD we have ever received and have already sent it back for a refund. It was obviously taped from TV with annoying cuts and missing footage. The overall quality was abysmal. We rent and buy lots of older films and this is the worst one we have EVER gotten. Whoever packaged this should be ashamed. In addition, the title was misspelled on the package (to instead of too). That should have been a tip off to the quality of the DVD.",Customer Support,This is the worst quality DVD we have ever received and have already sent it back for a refund,Negative,0.99999999999998
"This is the worst quality DVD we have ever received and have already sent it back for a refund. It was obviously taped from TV with annoying cuts and missing footage. The overall quality was abysmal. We rent and buy lots of older films and this is the worst one we have EVER gotten. Whoever packaged this should be ashamed. In addition, the title was misspelled on the package (to instead of too). That should have been a tip off to the quality of the DVD.",Delivery / Packaging,"In addition, the title was misspelled on the package (to instead of too)",Negative,0.968075576017319
"If, like me, you liked ""Play"" and thought you'd get other Moby CDs, avoid this turkey. I have listened to three other Moby CDs and this one is the pits. Even his earlier albums are better. I cannot believe that someone who has released such an intelligent and versatile album as ""Play"" could have put his name on this pile of nothingness. And as if the awful racket that is supposed to pass for music wasn't enough, Mr Moby also gets on a veeeeeery high vegetarian horse in the liner notes (""If you look at the course of western history blah, blah,blah ........ zzzzzzzzzzzz""). I fell asleep reading them but was rudely awoken by the noise on the CD itself. I am afraid Moby's plea at the end of the notes to ""listen to animal rights in its entirety at least once"" fell on ears deafened by the trite on the CD. This album is a waste of money, don't touch it with a barge-pole! I gave this album one star but it deserves no more than a blank.",Price / Value,"This album is a waste of money, don't touch it with a barge-pole",Negative,0.9999989870303756
firewind is absolutely the best band that no one has heard of...in a word - this is the best power metal album i have heard - or should i say it along with Testaments The Gathering are tied for first place..this is blistering power metal at its best - talent without equal on every instrument...great album highly recommended,Battery,in a word - this is the best power metal album i have heard - or should i say it along with Testaments The Gathering are tied for first place ... this is blistering power metal at its best - talent without equal on every instrument,Positive,0.9999238936207265
firewind is absolutely the best band that no one has heard of...in a word - this is the best power metal album i have heard - or should i say it along with Testaments The Gathering are tied for first place..this is blistering power metal at its best - talent without equal on every instrument...great album highly recommended,Build Quality,in a word - this is the best power metal album i have heard - or should i say it along with Testaments The Gathering are tied for first place ... this is blistering power metal at its best - talent without equal on every instrument,Positive,0.9999238936207265
"Great movie good for any pistols fan. It goes into some of the background, etc. It's worth the money...",Price / Value,It's worth the money,Negative,0.8339593861499852
"The lady and three gentlemen make every effort to reaffirm the populist cliché of Beethoven the Madman. Perhaps this is a small triumph in itself. Beethoven's sadistic (perhaps also masochistic?) outbursts make for a heavy meal even on paper and with this new recording the shock value is doubled by the use of period instruments and playing techniques. It is a sawing of the most cruel kind. The amount of discomfort brought by listening to the op. 135 quartet can compare to, say, post-Stockhausen trauma. Or perhaps Elliot Carter. Or any number of last century's modernist pricks. Eroica Quartet seem to be advancing boldly into the 19th century quartet repertoire (next victim is Florestan himself!). I say, keep your hands off my Brahms!",Price / Value,) outbursts make for a heavy meal even on paper and with this new recording the shock value is doubled by the use of period instruments and playing techniques,Negative,0.9705580299472429
"I am reordering this product, I used to get it in the salon but not anymore. It ships quickly and I haven't had any issues with it. The only thing is I wish the packaging was a little more secure from spilling.",Delivery / Packaging,The only thing is I wish the packaging was a little more secure from spilling,Negative,0.8211134934180092
The product arrived on time and looked great but rust spots started to show on the inside bottom after just a few times of boiling water.,Delivery / Packaging,The product arrived on time and looked great,Positive,0.992567029849443
"I think she forgot about that other do gooder, Jesus. That guy never gave the rich people or people in power a break. In fact, all he ever did was talk about the poor. I think she also failed to mention Mother Theresa, if I'm not mistaken. She could devote her next book to these two.",Battery,That guy never gave the rich people or people in power a break,Negative,0.9998228631272177
This is another one of those Anna Riva booklets that has information about many of the oils found in curio shops. I do like the facte that this book contains prayers to use with the oils one can find in the stores. Many times a shop might sell the Anna Riva oils or oils with a similar name but have no description of what work to do with the oil. This book gives the reader some basics relating to that work. All in all for the price it's not bad.,Price / Value,All in all for the price it's not bad,Negative,0.999987928906258
I have watched this movie when i was a little girl. it is really sweet and magical. Hey im 23 now and i still watch it! It is really worth watching. the music is really pretty too!,Price / Value,It is really worth watching,Negative,0.8953067357728376
"I find it hard to review this movie. I enjoyed it yet at the end, I can't say that I really liked it. Definitely worth watching and making up your own mind. It does have a bit of the feeling of ""The Shining"" and was creepy yet....well watch it and find out.",Price / Value,Definitely worth watching and making up your own mind,Positive,0.9902970672066999
Quick delivery; beautiful glasses. All what I expected the glasses and service to be. Thank you.,Delivery / Packaging,Quick delivery,Positive,0.9930639660857158
Quick delivery; beautiful glasses. All what I expected the glasses and service to be. Thank you.,Customer Support,All what I expected the glasses and service to be,Negative,0.8109648843062889
"I think the fit of the bra is great, but I can only wear it briefly because it is so uncomfortable. The fabric is stiff and itchy and the metal adjustments in the front poke me on both sides. I have washed it several times to try and soften the fabric; didn't work. I would love to be able to wear it because it give such good support and shape, but I just can't.",Build Quality,The fabric is stiff and itchy and the metal adjustments in the front poke me on both sides,Negative,0.9831900177481336
"I think the fit of the bra is great, but I can only wear it briefly because it is so uncomfortable. The fabric is stiff and itchy and the metal adjustments in the front poke me on both sides. I have washed it several times to try and soften the fabric; didn't work. I would love to be able to wear it because it give such good support and shape, but I just can't.",Customer Support,I would love to be able to wear it because it give such good support and shape,Positive,0.9999978516792225
Arrived quickly. Great condition for being used.Book itself was a gret read if you are into this genre. Very well written and it held my interest the whole way through. Couldnt put it down. Fantastic.,Delivery / Packaging,Arrived quickly,Positive,0.9999443605638004
"May I mention this is the best of the BSCFF books so far! Cokie was finally cut down to her real self , a insecure SNOB, by Mary Anne!Not only she did that, she and her dad finally aired out some issues that have been there for along time. Such as her father being overproctective, her stepmother's feeling of being left out, and the nightmares of the fire. Mary Anne also displayed her own struggle of overcoming her shyness ( with some help from Abby and the club, and support from Logan)and standing up to Cokie, in front of whole school! She became the same reliable ,caring, but improved Mary Anne.",Customer Support,"Mary Anne also displayed her own struggle of overcoming her shyness ( with some help from Abby and the club, and support from Logan)and standing up to Cokie, in front of whole school",Positive,0.9999996213366601
I ordered a pair of shoes from shoe metro. I sent them an email before i ordered the shoes and still have yet to recieve a response. I dont know about anyone else but I do know that customer service is a vital part in operating a successful business. And shoe metro really does not have good customer service skills. This is part 1 of a two part review.,Customer Support,to recieve a response ... I do know that customer service is a vital part in operating a successful business ... And shoe metro really does not have good customer service skills,Positive,0.9999494926938431
"The movie was of top quality. I had seen the movie before, but I really enjoyed seeing it again and enjoying it with a young friend. The movie came really quickly in the mail. This was an excellent transaction.",Build Quality,The movie was of top quality,Positive,0.9988317470315112
"These jokes are the worst! Not even good for a courtesy laugh! Do not waste your money on this lame collection of unfunny jokes with a few four letter words thrown in to call them ""dirty"".",Price / Value,"Do not waste your money on this lame collection of unfunny jokes with a few four letter words thrown in to call them ""dirty""",Negative,0.9999999990019872
this is a really great purchase i highly recomend it got it hooked up to my ps3 and it works great havent had any problems with it buy this!!works just as good as the expensive ones.,Price / Value,works just as good as the expensive ones,Positive,0.9999999999822022
"I owned this CD-player for 2 days and then returned it. I'm sure mine must have been a lemon, cause they can all be this bad. It took anywhere from 1 to 5 min. before it would play the first song, then after about 8 songs, the batteries went dead. So I put in a new pair, and again 8 to 12 songs later - dead batteries.., it also wouldn't play all the songs on the cd.Even the sound quality was poor!",Build Quality,Even the sound quality was poor,Negative,0.9999317489838238
"This Kindle version is loaded with distracting typos, on every page. Not worth the price.",Price / Value,Not worth the price,Negative,0.6957410634486352
"I wrote all of this in the ""packaging question"" but it should have been here I suppose. I need instructions. I ordered a mop from Quickie Mfg because I had a quickie mop for 5 or more years and loved it. Unfortunately, it rusted and broke. The mop I had could be rung out by pulling it through a circular ringer. This new mop looks like it should be able to do something like that, but I haven't figured out how. I'm not very technically astute. Now, I can only use it by hand ringing it or just plopping a bunch of water on the floor. Does it have a ringer mechanism and how does it work? If you read this, please answer me at pj654321@aol.com.",Delivery / Packaging,"I wrote all of this in the ""packaging question""",Negative,0.7771549816385847
"I loved this movie as a child - and came here as an adult to buy it. It's great to hear it's been restored, but if it was at the price of the integrity of the film, I absolutely refuse to purchase an edited copy. Restoration should mean returning to the original state, not censoring to snare a overprotected, overly sanitized new audience. I will certainly buy a copy when they fix this issue (and intend to find a way to complain to the company responsible as well).",Price / Value,"if it was at the price of the integrity of the film, I absolutely refuse to purchase an edited copy",Negative,0.9992405786232483
"Beware: I've had these cables for over 3 months and during that time I've experience quite a few black outs/failures. I used two of these HDMI cables to connect from a Sony DVD player and Uverse box to a Sony LCD TV, and both cables fail from time to time (the screen either blacks-out or says I've ""loss HD connectivity""). I pin-pointed the problem to the cables b/c ever since I've replaced them, I no longer have the ""black-out"" problem. However, good points are they're cheap and replaceable.",Delivery / Packaging,"I used two of these HDMI cables to connect from a Sony DVD player and Uverse box to a Sony LCD TV, and both cables fail from time to time (the screen either blacks-out or says I've ""loss HD connectivity"")",Negative,0.9987186070378393
"Beware: I've had these cables for over 3 months and during that time I've experience quite a few black outs/failures. I used two of these HDMI cables to connect from a Sony DVD player and Uverse box to a Sony LCD TV, and both cables fail from time to time (the screen either blacks-out or says I've ""loss HD connectivity""). I pin-pointed the problem to the cables b/c ever since I've replaced them, I no longer have the ""black-out"" problem. However, good points are they're cheap and replaceable.",Price / Value,", good points are they're cheap and replaceable",Negative,0.9960428464579658
"From the cover I thought this was going to be fairly entertaining, but it was mushy, tedious, and lacking in any serious thought. I found the array of characters Brown meets more pitiful than spiritual. Not worth the money.",Price / Value,Not worth the money,Negative,0.8339593861499852
This replaced an old non-stick pan that had become very scratched up over the years and it's great to have a nice clean new one. The rubberized handle is a real help as it doesn't heat up. The non-stick works great and I wish I'd replaced the old one much sooner. Recommended.,Customer Support,The rubberized handle is a real help as it doesn't heat up,Negative,0.9697122842131438
Poor editing... I cant even read this book because it says [.arrowhoriez] after every sentence. i saw a review from 2009 that said the same thing and I see it still hasnt been fixed.. now that's poor costumer service. I called the amazon kindle help number and they said only the publisher cam fix it. The guy said it could take a while to fix it. I am just going to buy the real book. So sad I cant read the book. :'( but the part I read was good though... I got to like chapter 6ish and it's really intense and you gotta read it but if you decideto read it get the real book NOT the kindle version. P.S. the maps on the kindle are impossible to read also..,Customer Support,now that's poor costumer service ... I called the amazon kindle help number and they said only the publisher cam fix it,Negative,0.9999999408701684
"We use this pan every day for eggs and other small cooking chores. Build quality is fantastic, it's nice and heavy to it doesn't wobble on the stove, and the non-stick is still non-stick after eight months of daily use. I would definitely purchase again.",Build Quality,"Build quality is fantastic, it's nice and heavy to it doesn't wobble on the stove, and the non-stick is still non-stick after eight months of daily use",Positive,0.5534577060298892
"I have done some extensive research and Ben Kaplan hits it right on the head. He shows you what you need to do to get money for college in the form of scholarships. He is the scholarship coach. I also have a very reliable source for students who are looking for money for college, realmoneyforcollege.comBen also talks about the mystery of financial aid and how it works. This specific aspect of college is often feared by many students and parents. How to go to college almost for free can also be titled: How to attend college with money in your pocket.Make no mistake about it. If you are going looking for money look in this book first.",Price / Value,"He shows you what you need to do to get money for college in the form of scholarships ... I also have a very reliable source for students who are looking for money for college, realmoneyforcollege ... How to go to college almost for free can also be titled: How to attend college with money in your pocket ... If you are going looking for money look in this book first",Negative,0.9800556708145124
"This could have been a wonderful book or romance and coming-of age. But it fails. Is it a romance? No, because it gives nothing to base the romance on other than curiosity. There is no romantic development. Is it a coming-of-age novel? No, because there is no character development for the princess. Also, why are Hasan's passages in the second person? Who is talking to him? Not worth the time to read.",Price / Value,Not worth the time to read,Positive,0.5743746241802115
"This is one of the easiest scanners I have ever used. The quality is great and I was extremely pleased with my purchase. Then, after less than 2 months of use (and believe me, I didn't use it that often!) it broke! It prints squiggly lines on anything I attempt to scan. I can't believe it broke now that the warranty is no longer good!",Build Quality,The quality is great and I was extremely pleased with my purchase,Positive,0.9986459226170371
"I've been to Singapore before and have several guide books. This ""guide"" is little more than a fold-out pamplet with very small print. The information is nothing special and probably the same stuff you could learn from wikipedia travel or other sites. There is little ""luxe"" about the information and even for $9 and the 4-for-3 deal it is not at all worth the money. Please learn from my mistake and buy something else.",Price / Value,"There is little ""luxe"" about the information and even for $9 and the 4-for-3 deal it is not at all worth the money",Negative,0.9814369506163756
This video was as described and arrived on schedule. The movie itself was interesting and fun to watch. My daughter and I are reading the book together and it was fun to see the video to supplement our reading experience.,Delivery / Packaging,This video was as described and arrived on schedule,Negative,0.9681255210091445
"The applicator will fall apart after first use. The design is very good and makes putting on tire shine easy, but what good is it if it comes apart. I have even tried to reglue the applicator and it still come apart",Build Quality,The design is very good and makes putting on tire shine easy,Positive,0.9914050719863486
"I have purchased this book in paperback and loved it, liked it so much I wanted it on my kindle as well, so much that I was willing to pay the price set by the publisher. The publishers claim that just as much expense goes into converting these books into eformat as it does to print them. Well.....I find this hard to believe since I am finding so many spelling errors in the ebook format. Looking at the errors I am finding they are simple OCR errors, so they have paid some intern, or got the intern for free, and had him scan the books in. Did anyone check for errors, no way could they have, im only 120 pages in and already I have found 38 errors. So the next time you hear the publisher cry that they want more money for ebooks, cite this one as an example. Sad really because this is an excellent book, but just screwed up by the publisher.If i was the arthur I would not be happy with the results.",Price / Value,"I have purchased this book in paperback and loved it, liked it so much I wanted it on my kindle as well, so much that I was willing to pay the price set by the publisher ... So the next time you hear the publisher cry that they want more money for ebooks, cite this one as an example",Negative,0.6266809280996066
"I have a Farberware set dating back some 42 years so I decided to replace it with a new set. The 13 piece set arrived and although I am pleased, one handle had a 'chip' on it and Farberware wants me to send the entire set back. Not cost effective...all I need is a handle. I ordered the 12"" fry pan too, and it came with the pan caved in. Luckily, amazon will take care of this. And there are no visible marks on the box or item. Poor inspection? I have reminded Farberware that a 'name' is not 18/10 stainless steel.The handles on all the items are not as 'smooth' as with the old set, some polishing could be used to eliminate sharpness.Still, a good value *if* you can get a set without flaws.",Delivery / Packaging,The 13 piece set arrived and ... And there are no visible marks on the box or item,Negative,0.9265725692734006
"I have a Farberware set dating back some 42 years so I decided to replace it with a new set. The 13 piece set arrived and although I am pleased, one handle had a 'chip' on it and Farberware wants me to send the entire set back. Not cost effective...all I need is a handle. I ordered the 12"" fry pan too, and it came with the pan caved in. Luckily, amazon will take care of this. And there are no visible marks on the box or item. Poor inspection? I have reminded Farberware that a 'name' is not 18/10 stainless steel.The handles on all the items are not as 'smooth' as with the old set, some polishing could be used to eliminate sharpness.Still, a good value *if* you can get a set without flaws.",Price / Value,"Not cost effective ... Still, a good value *if* you can get a set without flaws",Positive,0.9999998521012746
This cable works great! I'm using it to connect my new 360 to my TV and it works just as expected. The cable ends do not seem like they are cheap or easily broken to me. Recommend.,Price / Value,The cable ends do not seem like they are cheap or easily broken to me,Negative,0.9999985628476051
"I'm hoping this tastes better over time. There is definitely a metallic aftertaste. It is strong. Like ""maybe I just ingested something I shouldn't have"" strong. The effect is lessened when combined with other spices. I used a no salt blend (Kirkland brand) and added Nu Salt to give the blend a little more salty flavor. It worked OK, but not as tasty as I had hoped. I'll likely try out other similar products. If they all taste like this, then I'll just use it sparingly with heavy doses of other spices. It is definitely worth it to try to find tasty lower sodium options. Salt kills.",Price / Value,It is definitely worth it to try to find tasty lower sodium options,Positive,0.9187516036002004
"Absolutely splendid film, enjoyable by both children (other than the very young) and adults alike. The big disappointment, though, is the lack of widescreen format, especially missed in a film with such breathtaking cinematography, for which I've docked this DVD a star. Now available at half the price in a two-DVD package with the lesser sequel, ""Babe : Pig in the City"".",Price / Value,"Now available at half the price in a two-DVD package with the lesser sequel, ""Babe : Pig in the City""",Positive,0.950095794586207
"Absolutely splendid film, enjoyable by both children (other than the very young) and adults alike. The big disappointment, though, is the lack of widescreen format, especially missed in a film with such breathtaking cinematography, for which I've docked this DVD a star. Now available at half the price in a two-DVD package with the lesser sequel, ""Babe : Pig in the City"".",Delivery / Packaging,"Now available at half the price in a two-DVD package with the lesser sequel, ""Babe : Pig in the City""",Positive,0.950095794586207
"Sure the cable costs ""1 cent"", but the shipping is 6 bucks. Kind of overpriced for such a small item, and this pricing strategy is deceptive. I would be happy paying $6 for this cable with shipping included, but I don't appreciate the seller trying to pull a fast one on their customers by pricing it this way...",Delivery / Packaging,the shipping is 6 bucks ... I would be happy paying $6 for this cable with shipping included,Negative,0.9397593139360524
"I was really looking forward to watching this, but when it arrived I just did not enjoy it. Selecter has some great songs ""Missing Words"", ""3 Minute Hero"", ""Too Much Pressure"", ""On My Radio"", but this concert either captured the sound very badly, or was just not a very good live performance. Either way, I was sadly disapointed and cannot recommend it.",Delivery / Packaging,when it arrived I just did not enjoy it,Positive,0.6763715102489718
"Put your brain on pause, and let Chrisphe Lambert's best film since the first Highlander, entertain you! Its a strange mix of old and new, and the actions scenes are very comic book in their execution. The only bad points of the film are Rhona Mitra's incredible lack of acting skills, she is the original 'Lara Croft'model, game fans, and the cartoon like CGI monster... Those points aside, if you like movies with big swords, over the top martial arts, big monsters and a pumping dance and heavy metal soundtrack, Anthrax and Rob Halford are just two of the acts included, this just might be the film for you.......",Build Quality,"Those points aside, if you like movies with big swords, over the top martial arts, big monsters and a pumping dance and heavy metal soundtrack, Anthrax and Rob Halford are just two of the acts included, this just might be the film for you",Positive,0.9999918198895285
"""Awwwwwww"" screamed the Littlun, ""It's a beast"". The older boys reassure them that it's only their imagination, because that's all the littluns have for comfort. English boys stranded on an island with no first aid kit, nor any food. They have to try and stick it out and build some sort of a community until they get rescued. But along this journey, survival becomes betrayal, and back stabbing. Ralph, the main character, convinces everyone that they all have a part in living, and having some part of getting saved. But the rebel of the island, Jack, has a different plan. Becoming obsessed with killing and ruling above everyone, including the leader Ralph. They try, Ralph's plan but all fails and chaos strikes, with Jack leading the way. Tragedy strikes among the fellow children and death rises of this mysterious island. This book is a great book and is recommended to all ages and genders. Just let your imagination explores and you won't be disappointed!",Build Quality,They have to try and stick it out and build some sort of a community until they get rescued,Negative,0.9993315032576912
Works like a charm. I spent almost $4 on the same thing I'd have had to pay $50 for if GameStop was the only option. But thanks to this I paid what a TV cable is really worth.One occasional problem that happens approximately once a week is that the screen and the sound go away for about 2 seconds but very very rarely. I was going to give it a 4 star because of this but it's not as big of a deal to me. Definitely recommended...,Price / Value,thanks to this I paid what a TV cable is really worth,Negative,0.9938879835807509
"Straight out of the box I could not play any record on this turntable without the record grinding at the base of the deck on every rotation. It seems like mine has the same flaw as another reviewer's, which is that the silver base of the unit is not attached firmly enough to hold. I've tried raising the platter with a piece of felt, which prevents the record from hitting the deck, but then the pitch is still a bit unstable and wobbly on many records. I am sure this could have been prevented if Numark had used some screws instead of glue to attach the parts of the deck to one another.However, I am still in doubt whether I am going to return it because I like the overall design and features so much. Hence, two stars instead of one. Maybe I am going to try fixing it with some super glue ... if anyone with the same problem has tried this, I would love to hear in the comments whether your attempt has failed or succeeded.",Delivery / Packaging,Straight out of the box I could not play any record on this turntable without the record grinding at the base of the deck on every rotation,Positive,0.9992047256927642
"Straight out of the box I could not play any record on this turntable without the record grinding at the base of the deck on every rotation. It seems like mine has the same flaw as another reviewer's, which is that the silver base of the unit is not attached firmly enough to hold. I've tried raising the platter with a piece of felt, which prevents the record from hitting the deck, but then the pitch is still a bit unstable and wobbly on many records. I am sure this could have been prevented if Numark had used some screws instead of glue to attach the parts of the deck to one another.However, I am still in doubt whether I am going to return it because I like the overall design and features so much. Hence, two stars instead of one. Maybe I am going to try fixing it with some super glue ... if anyone with the same problem has tried this, I would love to hear in the comments whether your attempt has failed or succeeded.",Build Quality,", I am still in doubt whether I am going to return it because I like the overall design and features so much",Positive,0.9997431659066265
"So a friend of mine bought this for her hair from Walmart and she thought oh it tea tree oil and it cheap so why not try it, and try it she did. The very next day after putting this on her scalp to stop itchy scalp,she went from having itchy scalp to having FIRE SCALP. Her hair itched so bad that she got scratches on her head from scratching, this product may be good for other things but its not good for hair. READ THE INGREDIENTS!!!!",Price / Value,"So a friend of mine bought this for her hair from Walmart and she thought oh it tea tree oil and it cheap so why not try it, and try it she did",Negative,0.99679093965731
"Too Late For Tears is a decent film and for fans of Film Noir, it is a real kick. Lizabeth Scott leaves a trail of dead bodies, lies and deceit that is classic noir. She could have used better direction, but the film still holds up.That said, this new release from the Image ""Dark City"" collection is so technically awfull, it is an example of outright fraud. At this price, to release such a poor transfer with sound like this constitues ""Grand Theft Video"". No effort has been made to clean-up any part of the film. You might expect this from a $2.00 Garage Sale purchase, but not from a new release. It looks like a simple copy of the horrid Alpha release.If you like Film Noir, please join me in wrting Image Entertainment to let them know how offended you are by this flim-flam tactic. Enough Said.",Price / Value,"At this price, to release such a poor transfer with sound like this constitues ""Grand Theft Video""",Negative,0.9999999472979505
"I received this same record player as a gift a few years ago, and it works fine for me. But when I bought another record player for my roommate, it played for 6 days and then completely died. Flip the power switch, no light, and the machine won't turn when you move the needle. I asked for a return, but won't be receiving any refund because the box it came in isn't the box it was sent back in, because I'd already recycled the cardboard. Apparently, the company values the cardboard box much higher than the machine, so be super careful. It's a piece of crap, and they know it.",Battery,"Flip the power switch, no light, and the machine won't turn when you move the needle",Negative,0.5383658336684476
"I received this same record player as a gift a few years ago, and it works fine for me. But when I bought another record player for my roommate, it played for 6 days and then completely died. Flip the power switch, no light, and the machine won't turn when you move the needle. I asked for a return, but won't be receiving any refund because the box it came in isn't the box it was sent back in, because I'd already recycled the cardboard. Apparently, the company values the cardboard box much higher than the machine, so be super careful. It's a piece of crap, and they know it.",Customer Support,"won't be receiving any refund because the box it came in isn't the box it was sent back in, because I'd already recycled the cardboard",Negative,0.9999999999985303
"I received this same record player as a gift a few years ago, and it works fine for me. But when I bought another record player for my roommate, it played for 6 days and then completely died. Flip the power switch, no light, and the machine won't turn when you move the needle. I asked for a return, but won't be receiving any refund because the box it came in isn't the box it was sent back in, because I'd already recycled the cardboard. Apparently, the company values the cardboard box much higher than the machine, so be super careful. It's a piece of crap, and they know it.",Delivery / Packaging,"won't be receiving any refund because the box it came in isn't the box it was sent back in, because I'd already recycled the cardboard ... Apparently, the company values the cardboard box much higher than the machine, so be super careful",Negative,1.0
"This is a consistent complaint among people who have purchased this unit: THE OVERALL VOLUME OUTPUT IS TOO LOW. (The same complaint applies to the Vestak unit which competes with this item.) I would not recommend this unit, which I returned. The old battery-operated record players from the early 70's are superior.",Battery,The old battery-operated record players from the early 70's are superior,Positive,0.9844195897069508
"I was told by friends how WONDERFUL the Boppy was, and also registered for it due to the number of rave reviews. However, I took it to the hospital with me and found that it is not as versatile as expected. It didn't fit around my waist, causing a huge crease in the middle. A friend suggested and actually sent me a ""My Brest Friend"", which I thought would sit in the closet but it actually turned out better. It has an adjustable velcro belt, so even Daddy (who is pretty big) can use it for bottle feedings. As suggested by others, you should really try them out before you spend the money.",Price / Value,"As suggested by others, you should really try them out before you spend the money",Negative,0.9999949921028134
"while this isn't my favorite Firewind CD it's a nice listen, not as deep as later CDs by any means, and there's nothing seperating this one from any other power metal bands, but it's an enjoyable listen. as it's a rerelease you get some of the demo songs they submited, and this really give you the feel of a band starting out.",Battery,"this isn't my favorite Firewind CD it's a nice listen, not as deep as later CDs by any means, and there's nothing seperating this one from any other power metal bands",Positive,0.9964727857518236
"while this isn't my favorite Firewind CD it's a nice listen, not as deep as later CDs by any means, and there's nothing seperating this one from any other power metal bands, but it's an enjoyable listen. as it's a rerelease you get some of the demo songs they submited, and this really give you the feel of a band starting out.",Build Quality,"this isn't my favorite Firewind CD it's a nice listen, not as deep as later CDs by any means, and there's nothing seperating this one from any other power metal bands",Positive,0.9964727857518236
"Drawn out..... one does not need to see the same thing over and over and over (albeit 'different' scenes being replayed) in order to get the ""concept"".a good 40mins of wasted effort waiting for some 'development' to occur. Finally get's around to 'summarizing' the concept/plot in the last 20mins. BUT again, relies on 'repetition' to carry the point. Nice/interesting concept, but could use a more creative method; instead of 'delivery' by repetition.",Delivery / Packaging,instead of 'delivery' by repetition,Negative,0.9944899513257776
